REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2021/04/28 06:00:00,6945.95,66.93,TRADE
NSW1,2021/04/28 06:30:00,7555.29,96.36,TRADE
NSW1,2021/04/28 07:00:00,7990.47,243.02,TRADE
NSW1,2021/04/28 07:30:00,8145.55,238.50,TRADE
NSW1,2021/04/28 08:00:00,8142.28,205.53,TRADE
NSW1,2021/04/28 08:30:00,7863.51,65,TRADE
NSW1,2021/04/28 09:00:00,7544.08,48.50,TRADE
NSW1,2021/04/28 09:30:00,7270.99,34.28,TRADE
NSW1,2021/04/28 10:00:00,7119.78,33.78,TRADE
NSW1,2021/04/28 10:30:00,7035.63,37.75,TRADE
NSW1,2021/04/28 11:00:00,6914.94,32.69,TRADE
NSW1,2021/04/28 11:30:00,6861.34,35.50,TRADE
NSW1,2021/04/28 12:00:00,6833.54,37.73,TRADE
NSW1,2021/04/28 12:30:00,6868.19,38.98,TRADE
NSW1,2021/04/28 13:00:00,6932.79,36.45,TRADE
NSW1,2021/04/28 13:30:00,6930.83,35.60,TRADE
NSW1,2021/04/28 14:00:00,6965.21,42.42,TRADE
NSW1,2021/04/28 14:30:00,7071.23,48.12,TRADE
NSW1,2021/04/28 15:00:00,7251.87,41.22,TRADE
NSW1,2021/04/28 15:30:00,7438.68,45.83,TRADE
NSW1,2021/04/28 16:00:00,7682.87,58.62,TRADE
NSW1,2021/04/28 16:30:00,7893.8,64.01,TRADE
NSW1,2021/04/28 17:00:00,8273.79,79.78,TRADE
NSW1,2021/04/28 17:30:00,8671.07,128.73,TRADE
NSW1,2021/04/28 18:00:00,9102.02,261.96,TRADE
NSW1,2021/04/28 18:30:00,9161.67,297.98,TRADE
NSW1,2021/04/28 19:00:00,9068.89,243.57,TRADE
NSW1,2021/04/28 19:30:00,8815.93,146.56,TRADE
NSW1,2021/04/28 20:00:00,8617.68,136.21,TRADE
NSW1,2021/04/28 20:30:00,8472.08,113.52,TRADE
NSW1,2021/04/28 21:00:00,8320.79,155.20,TRADE
NSW1,2021/04/28 21:30:00,8127.89,86.03,TRADE
NSW1,2021/04/28 22:00:00,7921,63.08,TRADE
NSW1,2021/04/28 22:30:00,7897.99,74.95,TRADE
NSW1,2021/04/28 23:00:00,7739.5,89.90,TRADE
NSW1,2021/04/28 23:30:00,7649.48,170.17,TRADE
NSW1,2021/04/29 00:00:00,7575.67,178.26,TRADE
NSW1,2021/04/29 00:30:00,7443.67,103.54,TRADE
NSW1,2021/04/29 01:00:00,7324.35,89.42,TRADE
NSW1,2021/04/29 01:30:00,7128.61,72.89,TRADE
NSW1,2021/04/29 02:00:00,6891.93,57.28,TRADE
NSW1,2021/04/29 02:30:00,6674.15,54.08,TRADE
NSW1,2021/04/29 03:00:00,6466.6,53.65,TRADE
NSW1,2021/04/29 03:30:00,6355.23,50.85,TRADE
NSW1,2021/04/29 04:00:00,6300.09,53.30,TRADE
NSW1,2021/04/29 04:30:00,6348.46,44.35,TRADE
NSW1,2021/04/29 05:00:00,6476.7,48.28,TRADE
NSW1,2021/04/29 05:30:00,6775.85,54.39,TRADE
NSW1,2021/04/29 06:00:00,7143.47,70.06,TRADE
NSW1,2021/04/29 06:30:00,7692.98,177.49,TRADE
NSW1,2021/04/29 07:00:00,8146.55,235.07,TRADE
NSW1,2021/04/29 07:30:00,8323.14,247.75,TRADE
NSW1,2021/04/29 08:00:00,8336.41,157.14,TRADE
NSW1,2021/04/29 08:30:00,8106.31,141.59,TRADE
NSW1,2021/04/29 09:00:00,7707.64,57.05,TRADE
NSW1,2021/04/29 09:30:00,7410.27,50.98,TRADE
NSW1,2021/04/29 10:00:00,7127.7,42.94,TRADE
NSW1,2021/04/29 10:30:00,6927.32,36.83,TRADE
NSW1,2021/04/29 11:00:00,6728.08,35.84,TRADE
NSW1,2021/04/29 11:30:00,6631.16,38.37,TRADE
NSW1,2021/04/29 12:00:00,6584.77,36.76,TRADE
NSW1,2021/04/29 12:30:00,6540.45,35.31,TRADE
NSW1,2021/04/29 13:00:00,6585.07,34.91,TRADE
NSW1,2021/04/29 13:30:00,6647.99,45.31,TRADE
NSW1,2021/04/29 14:00:00,6733.81,41.66,TRADE
NSW1,2021/04/29 14:30:00,6918.26,41.86,TRADE
NSW1,2021/04/29 15:00:00,7151.03,56.72,TRADE
NSW1,2021/04/29 15:30:00,7372.64,51.63,TRADE
NSW1,2021/04/29 16:00:00,7710.51,105.69,TRADE
NSW1,2021/04/29 16:30:00,8015.84,125.29,TRADE
NSW1,2021/04/29 17:00:00,8397.84,199.61,TRADE
NSW1,2021/04/29 17:30:00,8744.71,205.03,TRADE
NSW1,2021/04/29 18:00:00,9221.47,272.62,TRADE
NSW1,2021/04/29 18:30:00,9269.29,289.25,TRADE
NSW1,2021/04/29 19:00:00,9143.62,141.49,TRADE
NSW1,2021/04/29 19:30:00,8891.94,107.22,TRADE
NSW1,2021/04/29 20:00:00,8746.84,131.41,TRADE
NSW1,2021/04/29 20:30:00,8529.02,93.61,TRADE
NSW1,2021/04/29 21:00:00,8380.6,66.81,TRADE
NSW1,2021/04/29 21:30:00,8202.19,62.69,TRADE
NSW1,2021/04/29 22:00:00,8022.11,60.20,TRADE
NSW1,2021/04/29 22:30:00,7987.73,60.25,TRADE
NSW1,2021/04/29 23:00:00,7821,57.25,TRADE
NSW1,2021/04/29 23:30:00,7763.69,58.32,TRADE
NSW1,2021/04/30 00:00:00,7627.38,57.63,TRADE
NSW1,2021/04/30 00:30:00,7482.43,59.43,TRADE
NSW1,2021/04/30 01:00:00,7395.73,60.81,TRADE
NSW1,2021/04/30 01:30:00,7210.77,50.64,TRADE
NSW1,2021/04/30 02:00:00,7007.57,52.94,TRADE
NSW1,2021/04/30 02:30:00,6771.39,43.29,TRADE
NSW1,2021/04/30 03:00:00,6563.88,41.15,TRADE
NSW1,2021/04/30 03:30:00,6407.36,36.20,TRADE
NSW1,2021/04/30 04:00:00,6348.62,34.98,TRADE
NSW1,2021/04/30 04:30:00,6389.61,35.99,TRADE
NSW1,2021/04/30 05:00:00,6562.71,40.04,TRADE
NSW1,2021/04/30 05:30:00,6807.23,44.04,TRADE
NSW1,2021/04/30 06:00:00,7100.24,44.78,TRADE
NSW1,2021/04/30 06:30:00,7649.94,68.54,TRADE
NSW1,2021/04/30 07:00:00,8102.75,181.76,TRADE
NSW1,2021/04/30 07:30:00,8282.94,101.08,TRADE
NSW1,2021/04/30 08:00:00,8326.53,66,TRADE
NSW1,2021/04/30 08:30:00,8165.54,46.12,TRADE
NSW1,2021/04/30 09:00:00,7854.5,37.43,TRADE
NSW1,2021/04/30 09:30:00,7602.67,38.04,TRADE
NSW1,2021/04/30 10:00:00,7299.7,35.54,TRADE
NSW1,2021/04/30 10:30:00,7100.68,36.24,TRADE
NSW1,2021/04/30 11:00:00,6920.26,36.08,TRADE
NSW1,2021/04/30 11:30:00,6852.6,40.59,TRADE
NSW1,2021/04/30 12:00:00,6809.13,41.23,TRADE
NSW1,2021/04/30 12:30:00,6867.48,41.76,TRADE
NSW1,2021/04/30 13:00:00,6921.71,37.19,TRADE
NSW1,2021/04/30 13:30:00,6958.73,43.23,TRADE
NSW1,2021/04/30 14:00:00,7026,37.69,TRADE
NSW1,2021/04/30 14:30:00,7120.79,53.37,TRADE
NSW1,2021/04/30 15:00:00,7270.8,40.53,TRADE
NSW1,2021/04/30 15:30:00,7478.93,40.26,TRADE
NSW1,2021/04/30 16:00:00,7744.34,74.74,TRADE
NSW1,2021/04/30 16:30:00,8046.32,66.19,TRADE
NSW1,2021/04/30 17:00:00,8380.6,127.95,TRADE
NSW1,2021/04/30 17:30:00,8656.02,67.09,TRADE
NSW1,2021/04/30 18:00:00,8962.88,104.69,TRADE
NSW1,2021/04/30 18:30:00,8971.47,67.30,TRADE
NSW1,2021/04/30 19:00:00,8733.55,62.87,TRADE
NSW1,2021/04/30 19:30:00,8529.05,60.87,TRADE
NSW1,2021/04/30 20:00:00,8296.61,62.17,TRADE
NSW1,2021/04/30 20:30:00,8164.89,63.62,TRADE
NSW1,2021/04/30 21:00:00,8037.61,61.11,TRADE
NSW1,2021/04/30 21:30:00,7925.83,53.56,TRADE
NSW1,2021/04/30 22:00:00,7775.01,35.58,TRADE
NSW1,2021/04/30 22:30:00,7820.63,45.03,TRADE
NSW1,2021/04/30 23:00:00,7684.24,39.07,TRADE
NSW1,2021/04/30 23:30:00,7664.12,38.83,TRADE
NSW1,2021/05/01 00:00:00,7603.08,35.65,TRADE
